symbol,ps_date,lookback,poc,third_low,absorption_score
BANSWRAS.NS,2025-09-25,320,114.89,121.04,2
BLUESTARCO.NS,2025-10-07,320,1794.81,1843.6,3
CINELINE.NS,2025-09-18,320,86.6,83.71,1
GINNIFILA.NS,2025-11-17,320,39.68,41.35,2
GTECJAINX.NS,2026-01-20,320,19.02,19.21,3
HCLTECH.NS,2025-03-11,320,1498.44,1466.1,1
IITL.NS,2025-03-13,320,167.54,169.51,2
SBGLP.NS,2025-07-21,320,30.53,33.61,1
TEMBO.NS,2025-03-18,320,596.03,578.85,2
UFO.NS,2025-03-10,320,76.64,81.95,2
