symbol,ps_date,lookback,poc,third_low,absorption_score
AVG.NS,2026-01-27,140,149.95,161.82,3
BANSWRAS.NS,2025-09-25,200,114.89,121.04,2
BLUESTARCO.NS,2025-10-07,320,1794.81,1843.6,3
CINELINE.NS,2025-09-18,320,86.6,83.71,1
GINNIFILA.NS,2025-11-17,240,39.68,41.35,2
HCLTECH.NS,2025-03-11,320,1498.44,1466.1,1
IITL.NS,2025-03-13,320,167.54,169.51,2
