symbol,ps_date,lookback,poc,third_low,absorption_score
CINELINE.NS,2025-09-18,320,86.6,83.71,1
HCLTECH.NS,2025-03-11,320,1498.44,1466.1,1
TEMBO.NS,2025-03-18,320,596.03,578.85,2
