symbol,score,tags
MANGLMCEM.NS,55,"ABSORPTION,PHASE_D"
MASTEK.NS,55,"ABSORPTION,PHASE_D"
MENONBE.NS,55,"ABSORPTION,PHASE_D"
MONARCH.NS,55,"ABSORPTION,PHASE_D"
CEMPRO.NS,55,"ABSORPTION,PHASE_D"
MPHASIS.NS,55,"ABSORPTION,PHASE_D"
MPSLTD.NS,55,"ABSORPTION,PHASE_D"
RUBYMILLS.NS,55,"ABSORPTION,PHASE_D"
SBICARD.NS,55,"ABSORPTION,PHASE_D"
BAJAJ-AUTO.NS,55,"ABSORPTION,PHASE_D"
MRPL.NS,55,"ABSORPTION,PHASE_D"
NAM-INDIA.NS,55,"ABSORPTION,PHASE_D"
NAVKARURB.NS,55,"ABSORPTION,PHASE_D"
NAZARA.NS,55,"ABSORPTION,PHASE_D"
CAPITALSFB.NS,55,"ABSORPTION,PHASE_D"
NIBL.NS,55,"ABSORPTION,PHASE_D"
NILKAMAL.NS,55,"ABSORPTION,PHASE_D"
NITIRAJ.NS,55,"ABSORPTION,PHASE_D"
BIOCON.NS,55,"ABSORPTION,PHASE_D"
BLACKBUCK.NS,55,"ABSORPTION,PHASE_D"
BLUESTARCO.NS,55,"ABSORPTION,PHASE_D"
RELAXO.NS,55,"ABSORPTION,PHASE_D"
RESPONIND.NS,55,"ABSORPTION,PHASE_D"
RGL.NS,55,"ABSORPTION,PHASE_D"
RITCO.NS,55,"ABSORPTION,PHASE_D"
BAJFINANCE.NS,55,"ABSORPTION,PHASE_D"
BALRAMCHIN.NS,55,"ABSORPTION,PHASE_D"
ROSSELLIND.NS,55,"ABSORPTION,PHASE_D"
PICCADIL.NS,55,"ABSORPTION,PHASE_D"
PNCINFRA.NS,55,"ABSORPTION,PHASE_D"
PRESTIGE.NS,55,"ABSORPTION,PHASE_D"
BEPL.NS,55,"ABSORPTION,PHASE_D"
BHARATFORG.NS,55,"ABSORPTION,PHASE_D"
VAIBHAVGBL.NS,55,"ABSORPTION,PHASE_D"
WELENT.NS,55,"ABSORPTION,PHASE_D"
ULTRACEMCO.NS,55,"ABSORPTION,PHASE_D"
UNIVASTU.NS,55,"ABSORPTION,PHASE_D"
UYFINCORP.NS,55,"ABSORPTION,PHASE_D"
ACC.NS,55,"ABSORPTION,PHASE_D"
ACCELYA.NS,55,"ABSORPTION,PHASE_D"
ACMESOLAR.NS,55,"ABSORPTION,PHASE_D"
ADANIENSOL.NS,55,"ABSORPTION,PHASE_D"
ADOR.NS,55,"ABSORPTION,PHASE_D"
AETHER.NS,40,"ABSORPTION,PHASE_D"
ADVANCE.NS,40,"ABSORPTION,PHASE_D"
ADANIPORTS.NS,40,"ABSORPTION,PHASE_D"
ADANIENT.NS,40,"ABSORPTION,PHASE_D"
ACUTAAS.NS,40,"ABSORPTION,PHASE_D"
VADILALIND.NS,40,"ABSORPTION,PHASE_D"
UNOMINDA.NS,40,"ABSORPTION,PHASE_D"
UNIMECH.NS,40,"ABSORPTION,PHASE_D"
GANECOS.NS,40,"ABSORPTION,PHASE_D"
GANDHAR.NS,40,"ABSORPTION,PHASE_D"
GABRIEL.NS,40,"ABSORPTION,PHASE_D"
FMGOETZE.NS,40,"ABSORPTION,PHASE_D"
FLUOROCHEM.NS,40,"ABSORPTION,PHASE_D"
FIVESTAR.NS,40,"ABSORPTION,PHASE_D"
GLAXO.NS,40,"ABSORPTION,PHASE_D"
GLAND.NS,40,"ABSORPTION,PHASE_D"
GHCLTEXTIL.NS,40,"ABSORPTION,PHASE_D"
GEOJITFSL.NS,40,"ABSORPTION,PHASE_D"
GCSL.NS,40,"ABSORPTION,PHASE_D"
VSSL.NS,40,"ABSORPTION,PHASE_D"
VOLTAS.NS,40,"ABSORPTION,PHASE_D"
ABREL.NS,40,"ABSORPTION,PHASE_D"
PSB.NS,40,"ABSORPTION,PHASE_D"
PRIVISCL.NS,40,"ABSORPTION,PHASE_D"
PRICOLLTD.NS,40,"ABSORPTION,PHASE_D"
PREMIERENE.NS,40,"ABSORPTION,PHASE_D"
PPLPHARMA.NS,40,"ABSORPTION,PHASE_D"
POONAWALLA.NS,40,"ABSORPTION,PHASE_D"
POLYPLEX.NS,40,"ABSORPTION,PHASE_D"
PNBHOUSING.NS,40,"ABSORPTION,PHASE_D"
PHOENIXLTD.NS,40,"ABSORPTION,PHASE_D"
PGIL.NS,40,"ABSORPTION,PHASE_D"
PGHL.NS,40,"ABSORPTION,PHASE_D"
RPEL.NS,40,"ABSORPTION,PHASE_D"
ROLEXRINGS.NS,40,"ABSORPTION,PHASE_D"
BANDHANBNK.NS,40,"ABSORPTION,PHASE_D"
BANARBEADS.NS,40,"ABSORPTION,PHASE_D"
BAJAJHCARE.NS,40,"ABSORPTION,PHASE_D"
BAJAJFINSV.NS,40,"ABSORPTION,PHASE_D"
RATEGAIN.NS,40,"ABSORPTION,PHASE_D"
RAINBOW.NS,40,"ABSORPTION,PHASE_D"
RADICO.NS,40,"ABSORPTION,PHASE_D"
PGEL.NS,40,"ABSORPTION,PHASE_D"
PCBL.NS,40,"ABSORPTION,PHASE_D"
PAYTM.NS,40,"ABSORPTION,PHASE_D"
BLSE.NS,40,"ABSORPTION,PHASE_D"
BHARTIHEXA.NS,40,"ABSORPTION,PHASE_D"
BHARTIARTL.NS,40,"ABSORPTION,PHASE_D"
ORIENTLTD.NS,40,"ABSORPTION,PHASE_D"
OPTIEMUS.NS,40,"ABSORPTION,PHASE_D"
OFSS.NS,40,"ABSORPTION,PHASE_D"
OBEROIRLTY.NS,40,"ABSORPTION,PHASE_D"
OAL.NS,40,"ABSORPTION,PHASE_D"
NYKAA.NS,40,"ABSORPTION,PHASE_D"
CAPLIPOINT.NS,40,"ABSORPTION,PHASE_D"
BUTTERFLY.NS,40,"ABSORPTION,PHASE_D"
BRITANNIA.NS,40,"ABSORPTION,PHASE_D"
BRIGADE.NS,40,"ABSORPTION,PHASE_D"
BPCL.NS,40,"ABSORPTION,PHASE_D"
NH.NS,40,"ABSORPTION,PHASE_D"
NAUKRI.NS,40,"ABSORPTION,PHASE_D"
MUTHOOTMF.NS,40,"ABSORPTION,PHASE_D"
MSUMI.NS,40,"ABSORPTION,PHASE_D"
SHOPERSTOP.NS,40,"ABSORPTION,PHASE_D"
AUTOAXLES.NS,40,"ABSORPTION,PHASE_D"
SHILPAMED.NS,40,"ABSORPTION,PHASE_D"
SHANTI.NS,40,"ABSORPTION,PHASE_D"
SBIN.NS,40,"ABSORPTION,PHASE_D"
SBILIFE.NS,40,"ABSORPTION,PHASE_D"
SAREGAMA.NS,40,"ABSORPTION,PHASE_D"
SANSERA.NS,40,"ABSORPTION,PHASE_D"
SANOFI.NS,40,"ABSORPTION,PHASE_D"
SANGAMIND.NS,40,"ABSORPTION,PHASE_D"
SAILIFE.NS,40,"ABSORPTION,PHASE_D"
SAFARI.NS,40,"ABSORPTION,PHASE_D"
RPGLIFE.NS,40,"ABSORPTION,PHASE_D"
MOTILALOFS.NS,40,"ABSORPTION,PHASE_D"
CGCL.NS,40,"ABSORPTION,PHASE_D"
CENTURYPLY.NS,40,"ABSORPTION,PHASE_D"
CDSL.NS,40,"ABSORPTION,PHASE_D"
CCL.NS,40,"ABSORPTION,PHASE_D"
MMFL.NS,40,"ABSORPTION,PHASE_D"
MBAPL.NS,40,"ABSORPTION,PHASE_D"
MARICO.NS,40,"ABSORPTION,PHASE_D"
MAPMYINDIA.NS,40,"ABSORPTION,PHASE_D"
MAHSCOOTER.NS,40,"ABSORPTION,PHASE_D"
MAHLIFE.NS,40,"ABSORPTION,PHASE_D"
COFORGE.NS,40,"ABSORPTION,PHASE_D"
CHOLAFIN.NS,40,"ABSORPTION,PHASE_D"
CHOICEIN.NS,40,"ABSORPTION,PHASE_D"
CHALET.NS,40,"ABSORPTION,PHASE_D"
MAHESHWARI.NS,40,"ABSORPTION,PHASE_D"
M&M.NS,40,"ABSORPTION,PHASE_D"
LUPIN.NS,40,"ABSORPTION,PHASE_D"
LODHA.NS,40,"ABSORPTION,PHASE_D"
ATHERENERG.NS,40,"ABSORPTION,PHASE_D"
ASTERDM.NS,40,"ABSORPTION,PHASE_D"
ASKAUTOLTD.NS,40,"ABSORPTION,PHASE_D"
ARROWGREEN.NS,40,"ABSORPTION,PHASE_D"
SOLARINDS.NS,40,"ABSORPTION,PHASE_D"
SMLMAH.NS,40,"ABSORPTION,PHASE_D"
SKYGOLD.NS,40,"ABSORPTION,PHASE_D"
SIGNPOST.NS,40,"ABSORPTION,PHASE_D"
SHYAMMETL.NS,40,"ABSORPTION,PHASE_D"
SHRIRAMFIN.NS,40,"ABSORPTION,PHASE_D"
SHRINGARMS.NS,40,"ABSORPTION,PHASE_D"
SHREEJISPG.NS,40,"ABSORPTION,PHASE_D"
SHREECEM.NS,40,"ABSORPTION,PHASE_D"
LAURUSLABS.NS,40,"ABSORPTION,PHASE_D"
CUB.NS,40,"ABSORPTION,PHASE_D"
CSBBANK.NS,40,"ABSORPTION,PHASE_D"
CRISIL.NS,40,"ABSORPTION,PHASE_D"
COSMOFIRST.NS,40,"ABSORPTION,PHASE_D"
CORONA.NS,40,"ABSORPTION,PHASE_D"
COROMANDEL.NS,40,"ABSORPTION,PHASE_D"
CONCORDBIO.NS,40,"ABSORPTION,PHASE_D"
KTKBANK.NS,40,"ABSORPTION,PHASE_D"
KICL.NS,40,"ABSORPTION,PHASE_D"
KFINTECH.NS,40,"ABSORPTION,PHASE_D"
DDEVPLSTIK.NS,40,"ABSORPTION,PHASE_D"
DCBBANK.NS,40,"ABSORPTION,PHASE_D"
CUPID.NS,40,"ABSORPTION,PHASE_D"
KARURVYSYA.NS,40,"ABSORPTION,PHASE_D"
KAPSTON.NS,40,"ABSORPTION,PHASE_D"
KAJARIACER.NS,40,"ABSORPTION,PHASE_D"
JUBLPHARMA.NS,40,"ABSORPTION,PHASE_D"
JUBLINGREA.NS,40,"ABSORPTION,PHASE_D"
JSWINFRA.NS,40,"ABSORPTION,PHASE_D"
SUNDRMFAST.NS,40,"ABSORPTION,PHASE_D"
SUMICHEM.NS,40,"ABSORPTION,PHASE_D"
SUDEEPPHRM.NS,40,"ABSORPTION,PHASE_D"
ARKADE.NS,40,"ABSORPTION,PHASE_D"
APOLLOHOSP.NS,40,"ABSORPTION,PHASE_D"
APLLTD.NS,40,"ABSORPTION,PHASE_D"
STYLAMIND.NS,40,"ABSORPTION,PHASE_D"
STALLION.NS,40,"ABSORPTION,PHASE_D"
SRGHFL.NS,40,"ABSORPTION,PHASE_D"
SRF.NS,40,"ABSORPTION,PHASE_D"
JSL.NS,40,"ABSORPTION,PHASE_D"
JLHL.NS,40,"ABSORPTION,PHASE_D"
DIXON.NS,40,"ABSORPTION,PHASE_D"
DIAMONDYD.NS,40,"ABSORPTION,PHASE_D"
JINDALSAW.NS,40,"ABSORPTION,PHASE_D"
JGCHEM.NS,40,"ABSORPTION,PHASE_D"
JBCHEPHARM.NS,40,"ABSORPTION,PHASE_D"
IRISDOREME.NS,40,"ABSORPTION,PHASE_D"
IPCALAB.NS,40,"ABSORPTION,PHASE_D"
IOC.NS,40,"ABSORPTION,PHASE_D"
INDOTECH.NS,40,"ABSORPTION,PHASE_D"
INDOSTAR.NS,40,"ABSORPTION,PHASE_D"
INDORAMA.NS,40,"ABSORPTION,PHASE_D"
INDNIPPON.NS,40,"ABSORPTION,PHASE_D"
EIHOTEL.NS,40,"ABSORPTION,PHASE_D"
EICHERMOT.NS,40,"ABSORPTION,PHASE_D"
DPABHUSHAN.NS,40,"ABSORPTION,PHASE_D"
INDIGOPNTS.NS,40,"ABSORPTION,PHASE_D"
INDIASHLTR.NS,40,"ABSORPTION,PHASE_D"
IKS.NS,40,"ABSORPTION,PHASE_D"
IDFCFIRSTB.NS,40,"ABSORPTION,PHASE_D"
TINNARUBR.NS,40,"ABSORPTION,PHASE_D"
ANANDRATHI.NS,40,"ABSORPTION,PHASE_D"
ALLDIGI.NS,40,"ABSORPTION,PHASE_D"
TEXINFRA.NS,40,"ABSORPTION,PHASE_D"
TEAMLEASE.NS,40,"ABSORPTION,PHASE_D"
TATATECH.NS,40,"ABSORPTION,PHASE_D"
TAJGVK.NS,40,"ABSORPTION,PHASE_D"
SWIGGY.NS,40,"ABSORPTION,PHASE_D"
SUTLEJTEX.NS,40,"ABSORPTION,PHASE_D"
SUPRAJIT.NS,40,"ABSORPTION,PHASE_D"
ICICIBANK.NS,40,"ABSORPTION,PHASE_D"
HONAUT.NS,40,"ABSORPTION,PHASE_D"
HONASA.NS,40,"ABSORPTION,PHASE_D"
HOMEFIRST.NS,40,"ABSORPTION,PHASE_D"
EPL.NS,40,"ABSORPTION,PHASE_D"
ENDURANCE.NS,40,"ABSORPTION,PHASE_D"
HMVL.NS,40,"ABSORPTION,PHASE_D"
HITECHCORP.NS,40,"ABSORPTION,PHASE_D"
HEXT.NS,40,"ABSORPTION,PHASE_D"
HDFCBANK.NS,40,"ABSORPTION,PHASE_D"
TVSMOTOR.NS,40,"ABSORPTION,PHASE_D"
TTKPRESTIG.NS,40,"ABSORPTION,PHASE_D"
TSFINV.NS,40,"ABSORPTION,PHASE_D"
TRIVENI.NS,40,"ABSORPTION,PHASE_D"
ALKEM.NS,40,"ABSORPTION,PHASE_D"
AJAXENGG.NS,40,"ABSORPTION,PHASE_D"
AJANTPHARM.NS,40,"ABSORPTION,PHASE_D"
AHLUCONT.NS,40,"ABSORPTION,PHASE_D"
AFSL.NS,40,"ABSORPTION,PHASE_D"
TMB.NS,40,"ABSORPTION,PHASE_D"
TITAN.NS,40,"ABSORPTION,PHASE_D"
HCG.NS,40,"ABSORPTION,PHASE_D"
HARRMALAYA.NS,40,"ABSORPTION,PHASE_D"
HAPPYFORGE.NS,40,"ABSORPTION,PHASE_D"
ETHOSLTD.NS,40,"ABSORPTION,PHASE_D"
ETERNAL.NS,40,"ABSORPTION,PHASE_D"
GRWRHITECH.NS,40,"ABSORPTION,PHASE_D"
GRAVITA.NS,40,"ABSORPTION,PHASE_D"
GODREJCP.NS,40,"ABSORPTION,PHASE_D"
ABBOTINDIA.NS,40,"ABSORPTION,PHASE_D"
ZYDUSLIFE.NS,40,"ABSORPTION,PHASE_D"
AARTIDRUGS.NS,40,"ABSORPTION,PHASE_D"
ZYDUSWELL.NS,40,"ABSORPTION,PHASE_D"
SAGILITY.NS,35,ABSORPTION
63MOONS.NS,35,ABSORPTION
SAGCEM.NS,35,ABSORPTION
GLOBUSSPR.NS,35,ABSORPTION
WIPRO.NS,35,ABSORPTION
RELIABLE.NS,35,ABSORPTION
RECLTD.NS,35,PHASE_D
GAIL.NS,35,PHASE_D
WELINV.NS,35,ABSORPTION
SAKHTISUG.NS,35,ABSORPTION
SBC.NS,35,ABSORPTION
SAURASHCEM.NS,35,ABSORPTION
SATIA.NS,35,ABSORPTION
RISHABH.NS,35,ABSORPTION
RHETAN.NS,35,ABSORPTION
RELIANCE.NS,35,ABSORPTION
RALLIS.NS,35,ABSORPTION
RAJSREESUG.NS,35,ABSORPTION
RAJRATAN.NS,35,ABSORPTION
RAIN.NS,35,ABSORPTION
RACLGEAR.NS,35,ABSORPTION
SERVOTECH.NS,35,ABSORPTION
GROWW.NS,35,ABSORPTION
GREENPANEL.NS,35,ABSORPTION
GNA.NS,35,ABSORPTION
GMMPFAUDLR.NS,35,ABSORPTION
PTCIL.NS,35,ABSORPTION
BETA.NS,35,ABSORPTION
BECTORFOOD.NS,35,ABSORPTION
SHADOWFAX.NS,35,ABSORPTION
SGMART.NS,35,ABSORPTION
PIRAMALFIN.NS,35,PHASE_D
PIDILITIND.NS,35,PHASE_D
PFIZER.NS,35,ABSORPTION
AVANTIFEED.NS,35,ABSORPTION
AUSOMENT.NS,35,ABSORPTION
PCJEWELLER.NS,35,ABSORPTION
AKUMS.NS,35,ABSORPTION
AKASH.NS,35,ABSORPTION
TVSHLTD.NS,35,ABSORPTION
BODALCHEM.NS,35,ABSORPTION
BLUESTONE.NS,35,ABSORPTION
BHEL.NS,35,ABSORPTION
PAR.NS,35,ABSORPTION
PAISALO.NS,35,ABSORPTION
ORICONENT.NS,35,ABSORPTION
OCCLLTD.NS,35,ABSORPTION
NURECA.NS,35,ABSORPTION
SHREEPUSHK.NS,35,ABSORPTION
SHRADHA.NS,35,ABSORPTION
SJS.NS,35,PHASE_D
SINTERCOM.NS,35,ABSORPTION
SILVERTUC.NS,35,ABSORPTION
SIKKO.NS,35,ABSORPTION
FINOPB.NS,35,ABSORPTION
FILATEX.NS,35,ABSORPTION
FIEMIND.NS,35,ABSORPTION
CANTABIL.NS,35,ABSORPTION
CAMPUS.NS,35,ABSORPTION
CASTROLIND.NS,35,PHASE_D
NEWGEN.NS,35,ABSORPTION
NEOGEN.NS,35,ABSORPTION
NARMADA.NS,35,ABSORPTION
MODINATUR.NS,35,ABSORPTION
MIRZAINT.NS,35,ABSORPTION
MVGJL.NS,35,ABSORPTION
MUTHOOTCAP.NS,35,ABSORPTION
MUKANDLTD.NS,35,ABSORPTION
CENTEXT.NS,35,ABSORPTION
TORNTPHARM.NS,35,ABSORPTION
AHLEAST.NS,35,ABSORPTION
METROBRAND.NS,35,ABSORPTION
MANORG.NS,35,ABSORPTION
MANOMAY.NS,35,ABSORPTION
COLPAL.NS,35,ABSORPTION
CHENNPETRO.NS,35,ABSORPTION
SREEL.NS,35,ABSORPTION
ATALREAL.NS,35,ABSORPTION
ASMS.NS,35,ABSORPTION
LAGNAM.NS,35,ABSORPTION
MAGADSUGAR.NS,35,ABSORPTION
LYPSAGEMS.NS,35,ABSORPTION
LMW.NS,35,ABSORPTION
LICI.NS,35,PHASE_D
MANAKALUCO.NS,35,ABSORPTION
ARCHIES.NS,35,ABSORPTION
APOLLOPIPE.NS,35,ABSORPTION
ANTHEM.NS,35,ABSORPTION
AMBER.NS,35,ABSORPTION
AMANTA.NS,35,ABSORPTION
IKIO.NS,35,ABSORPTION
EMMVEE.NS,35,ABSORPTION
LIBERTSHOE.NS,35,ABSORPTION
LATENTVIEW.NS,35,ABSORPTION
LANDMARK.NS,35,ABSORPTION
COUNCODOS.NS,35,ABSORPTION
KSHINTL.NS,35,ABSORPTION
KROSS.NS,35,ABSORPTION
KRN.NS,35,ABSORPTION
KPIGREEN.NS,35,ABSORPTION
SUDARSCHEM.NS,35,ABSORPTION
ARIHANTSUP.NS,35,ABSORPTION
ARIHANTCAP.NS,35,ABSORPTION
SUNCLAY.NS,35,ABSORPTION
INDOBORAX.NS,35,ABSORPTION
TIIL.NS,35,ABSORPTION
DCMSRIND.NS,35,ABSORPTION
DBREALTY.NS,35,ABSORPTION
DHAMPURSUG.NS,35,ABSORPTION
DEEPINDS.NS,35,ABSORPTION
DAMCAPITAL.NS,35,ABSORPTION
KESORAMIND.NS,35,ABSORPTION
KANPRPLA.NS,35,ABSORPTION
TCS.NS,35,ABSORPTION
TCI.NS,35,PHASE_D
JSWSTEEL.NS,35,ABSORPTION
JINDWORLD.NS,35,ABSORPTION
JETFREIGHT.NS,35,ABSORPTION
JAYNECOIND.NS,35,ABSORPTION
IRCTC.NS,35,ABSORPTION
IEX.NS,35,ABSORPTION
J&KBANK.NS,35,ABSORPTION
DWARKESH.NS,35,ABSORPTION
DVL.NS,35,ABSORPTION
RSWM.NS,35,ABSORPTION
ACI.NS,35,ABSORPTION
UTTAMSUGAR.NS,35,ABSORPTION
WEBELSOLAR.NS,35,ABSORPTION
WAKEFIT.NS,35,ABSORPTION
VRAJ.NS,35,ABSORPTION
AARVI.NS,35,ABSORPTION
AARTISURF.NS,35,ABSORPTION
VLSFINANCE.NS,35,ABSORPTION
21STCENMGM.NS,20,ABSORPTION
VARROC.NS,20,ABSORPTION
AEGISVOPAK.NS,20,ABSORPTION
SAHYADRI.NS,20,ABSORPTION
ROUTE.NS,20,ABSORPTION
ROSSTECH.NS,20,ABSORPTION
GANDHITUBE.NS,20,ABSORPTION
GALAPREC.NS,20,ABSORPTION
UTLSOLAR.NS,20,ABSORPTION
UTKARSHBNK.NS,20,ABSORPTION
USHAMART.NS,20,ABSORPTION
UPL.NS,20,ABSORPTION
UNITDSPR.NS,20,PHASE_D
UNIPARTS.NS,20,ABSORPTION
UNIDT.NS,20,ABSORPTION
AARTIPHARM.NS,20,ABSORPTION
VISAKAIND.NS,20,ABSORPTION
VINCOFE.NS,20,ABSORPTION
VIKRAMSOLR.NS,20,ABSORPTION
VIDHIING.NS,20,ABSORPTION
IVC.NS,20,ABSORPTION
IVALUE.NS,20,ABSORPTION
ITDC.NS,20,ABSORPTION
ALMONDZ.NS,20,ABSORPTION
ALLTIME.NS,20,ABSORPTION
THEJO.NS,20,ABSORPTION
THANGAMAYL.NS,20,ABSORPTION
TEXRAIL.NS,20,ABSORPTION
TECILCHEM.NS,20,ABSORPTION
EIDPARRY.NS,20,ABSORPTION
ECOSMOBLTY.NS,20,ABSORPTION
DYCL.NS,20,ABSORPTION
DSFCL.NS,20,ABSORPTION
RUBFILA.NS,20,ABSORPTION
RSYSTEMS.NS,20,ABSORPTION
ZENSARTECH.NS,20,ABSORPTION
JINDALPOLY.NS,20,ABSORPTION
JAYAGROGN.NS,20,ABSORPTION
DMCC.NS,20,ABSORPTION
IONEXCHANG.NS,20,ABSORPTION
INTELLECT.NS,20,ABSORPTION
INOXINDIA.NS,20,ABSORPTION
INNOVANA.NS,20,ABSORPTION
INFY.NS,20,ABSORPTION
INFOBEAN.NS,20,ABSORPTION
DEEPAKFERT.NS,20,ABSORPTION
DEEDEV.NS,20,ABSORPTION
IGCL.NS,20,ABSORPTION
IFGLEXPOR.NS,20,ABSORPTION
IFBIND.NS,20,ABSORPTION
IFBAGRO.NS,20,ABSORPTION
IDBI.NS,20,ABSORPTION
SUVEN.NS,20,ABSORPTION
SURYODAY.NS,20,ABSORPTION
TCPLPACK.NS,20,ABSORPTION
TCIEXP.NS,20,ABSORPTION
TBZ.NS,20,ABSORPTION
TASTYBITE.NS,20,ABSORPTION
TARSONS.NS,20,ABSORPTION
TALBROAUTO.NS,20,ABSORPTION
JSFB.NS,20,ABSORPTION
JKPAPER.NS,20,ABSORPTION
DIGITIDE.NS,20,ABSORPTION
DIAMINESQ.NS,20,ABSORPTION
DIACABS.NS,20,ABSORPTION
DHUNINV.NS,20,ABSORPTION
DHANBANK.NS,20,ABSORPTION
JINDRILL.NS,20,ABSORPTION
KKCL.NS,20,PHASE_D
KIRLFER.NS,20,ABSORPTION
KIRIINDUS.NS,20,ABSORPTION
KEYFINSERV.NS,20,ABSORPTION
DCMNVL.NS,20,ABSORPTION
DCAL.NS,20,ABSORPTION
DBSTOCKBRO.NS,20,ABSORPTION
DEEPAKNTR.NS,20,ABSORPTION
DALMIASUG.NS,20,ABSORPTION
KAYNES.NS,20,ABSORPTION
JYOTICNC.NS,20,ABSORPTION
JYOTHYLAB.NS,20,ABSORPTION
JUSTDIAL.NS,20,ABSORPTION
TAINWALCHM.NS,20,ABSORPTION
SYMPHONY.NS,20,ABSORPTION
SVLL.NS,20,ABSORPTION
KOPRAN.NS,20,ABSORPTION
ICEMAKE.NS,20,ABSORPTION
IBULLSLTD.NS,20,ABSORPTION
INDUSTOWER.NS,20,ABSORPTION
INDSWFTLAB.NS,20,ABSORPTION
INDOFARM.NS,20,ABSORPTION
INDOCO.NS,20,ABSORPTION
EIMCOELECO.NS,20,ABSORPTION
EIHAHOTELS.NS,20,PHASE_D
EIFFL.NS,20,ABSORPTION
TIL.NS,20,ABSORPTION
THELEELA.NS,20,PHASE_D
AMNPLST.NS,20,ABSORPTION
AMBUJACEM.NS,20,ABSORPTION
AMBIKCO.NS,20,PHASE_D
KMEW.NS,20,ABSORPTION
CONTROLPR.NS,20,ABSORPTION
CONCOR.NS,20,ABSORPTION
LAMBODHARA.NS,20,ABSORPTION
DBCORP.NS,20,ABSORPTION
DATAMATICS.NS,20,ABSORPTION
KUANTUM.NS,20,ABSORPTION
