symbol,score,tags
KSOLVES.NS,20,ABSORPTION
KSL.NS,20,ABSORPTION
KRISHIVAL.NS,20,PHASE_D
KRISHANA.NS,20,ABSORPTION
KOTHARIPET.NS,20,ABSORPTION
SUDARCOLOR.NS,20,ABSORPTION
SUPREMEINF.NS,20,ABSORPTION
SUPREMEIND.NS,20,ABSORPTION
SUNFLAG.NS,20,ABSORPTION
SUNDROP.NS,20,ABSORPTION
APCOTEXIND.NS,20,ABSORPTION
AMBICAAGAR.NS,20,ABSORPTION
AMAGI.NS,20,ABSORPTION
INDIGO.NS,20,PHASE_D
INDIANHUME.NS,20,ABSORPTION
INDIANB.NS,20,ABSORPTION
INDHOTEL.NS,20,PHASE_D
IMFA.NS,20,ABSORPTION
EQUITASBNK.NS,20,ABSORPTION
EPACK.NS,20,ABSORPTION
ENIL.NS,20,ABSORPTION
ENERGYDEV.NS,20,ABSORPTION
EMUDHRA.NS,20,ABSORPTION
ANTELOPUS.NS,20,ABSORPTION
LGEINDIA.NS,20,ABSORPTION
CROWN.NS,20,ABSORPTION
STANLEY.NS,20,ABSORPTION
SSWL.NS,20,ABSORPTION
SPORTKING.NS,20,ABSORPTION
ASIANPAINT.NS,20,ABSORPTION
LALPATHLAB.NS,20,ABSORPTION
MACPOWER.NS,20,ABSORPTION
M&MFIN.NS,20,ABSORPTION
LUXIND.NS,20,ABSORPTION
LTTS.NS,20,ABSORPTION
LTM.NS,20,ABSORPTION
LTFOODS.NS,20,ABSORPTION
LLOYDSENGG.NS,20,ABSORPTION
LICHSGFIN.NS,20,ABSORPTION
MALLCOM.NS,20,ABSORPTION
ARIES.NS,20,ABSORPTION
ARENTERP.NS,20,ABSORPTION
MATRIMONY.NS,20,ABSORPTION
MASTERTR.NS,20,ABSORPTION
MARKSANS.NS,20,ABSORPTION
MANORAMA.NS,20,ABSORPTION
ASHAPURMIN.NS,20,ABSORPTION
ASAL.NS,20,ABSORPTION
ASAHISONG.NS,20,ABSORPTION
ARTEMISMED.NS,20,ABSORPTION
ARMANFIN.NS,20,ABSORPTION
MAHLOG.NS,20,ABSORPTION
COMSYN.NS,20,ABSORPTION
COASTCORP.NS,20,ABSORPTION
CNL.NS,20,ABSORPTION
CIPLA.NS,20,PHASE_D
CHEVIOT.NS,20,ABSORPTION
STARPAPER.NS,20,PHASE_D
TOTAL.NS,20,ABSORPTION
HMAAGRO.NS,20,ABSORPTION
SOTL.NS,20,ABSORPTION
SONATSOFTW.NS,20,ABSORPTION
SONAMLTD.NS,20,ABSORPTION
SOMATEX.NS,20,ABSORPTION
CARERATING.NS,20,ABSORPTION
MOSCHIP.NS,20,ABSORPTION
MOREPENLAB.NS,20,ABSORPTION
MOLDTKPAC.NS,20,ABSORPTION
MODTHREAD.NS,20,ABSORPTION
MODIS.NS,20,ABSORPTION
ASIANENE.NS,20,ABSORPTION
MEDANTA.NS,20,PHASE_D
MBEL.NS,20,ABSORPTION
MAXIND.NS,20,ABSORPTION
SPECTRUM.NS,20,ABSORPTION
SPECIALITY.NS,20,ABSORPTION
SPANDANA.NS,20,ABSORPTION
SOUTHWEST.NS,20,ABSORPTION
EMIL.NS,20,ABSORPTION
EMAMIPAP.NS,20,ABSORPTION
ELLEN.NS,20,ABSORPTION
ELIN.NS,20,ABSORPTION
ELGIRUBCO.NS,20,ABSORPTION
HNDFDS.NS,20,ABSORPTION
TNTELE.NS,20,ABSORPTION
TNPL.NS,20,ABSORPTION
TIPSMUSIC.NS,20,ABSORPTION
AFFLE.NS,20,ABSORPTION
TRACXN.NS,20,ABSORPTION
TPLPLASTEH.NS,20,ABSORPTION
SOLARWORLD.NS,20,ABSORPTION
SOBHA.NS,20,ABSORPTION
SNOWMAN.NS,20,ABSORPTION
SKMEGGPROD.NS,20,ABSORPTION
MOBIKWIK.NS,20,ABSORPTION
MMP.NS,20,ABSORPTION
MINDACORP.NS,20,PHASE_D
MHLXMIRU.NS,20,ABSORPTION
MGEL.NS,20,ABSORPTION
MUNJALSHOW.NS,20,ABSORPTION
MUNJALAU.NS,20,ABSORPTION
CENTUM.NS,20,ABSORPTION
CENTRUM.NS,20,ABSORPTION
CENTENKA.NS,20,ABSORPTION
SPMLINFRA.NS,20,ABSORPTION
SPLIL.NS,20,ABSORPTION
SIGNATURE.NS,20,ABSORPTION
NIVABUPA.NS,20,PHASE_D
NITCO.NS,20,ABSORPTION
NIITMTS.NS,20,ABSORPTION
NHPC.NS,20,PHASE_D
CANHLIFE.NS,20,ABSORPTION
BUILDPRO.NS,20,ABSORPTION
BOSCHLTD.NS,20,PHASE_D
CCAVENUE.NS,20,ABSORPTION
CARRARO.NS,20,ABSORPTION
NGLFINE.NS,20,ABSORPTION
NESTLEIND.NS,20,PHASE_D
NDGL.NS,20,ABSORPTION
NBIFIN.NS,20,ABSORPTION
NAVINFLUOR.NS,20,PHASE_D
NATCOPHARM.NS,20,ABSORPTION
SHIVAMILLS.NS,20,ABSORPTION
SIS.NS,20,ABSORPTION
SIL.NS,20,ABSORPTION
HLEGLAS.NS,20,ABSORPTION
HIRECT.NS,20,ABSORPTION
HIKAL.NS,20,ABSORPTION
HGS.NS,20,ABSORPTION
HESTERBIO.NS,20,ABSORPTION
HEROMOTOCO.NS,20,ABSORPTION
HEIDELBERG.NS,20,ABSORPTION
HEG.NS,20,ABSORPTION
HATSUN.NS,20,ABSORPTION
HTMEDIA.NS,20,ABSORPTION
HALEOSLABS.NS,20,ABSORPTION
FISCHER.NS,20,ABSORPTION
FEDFINA.NS,20,ABSORPTION
PANACEABIO.NS,20,ABSORPTION
ORIENTTECH.NS,20,ABSORPTION
ORIENTCER.NS,20,ABSORPTION
ORIENTCEM.NS,20,ABSORPTION
ORCHPHARMA.NS,20,ABSORPTION
ONGC.NS,20,ABSORPTION
ONESOURCE.NS,20,ABSORPTION
ONELIFECAP.NS,20,ABSORPTION
OMAXE.NS,20,ABSORPTION
OIL.NS,20,ABSORPTION
NUVOCO.NS,20,ABSORPTION
NUVAMA.NS,20,ABSORPTION
NRL.NS,20,ABSORPTION
NOVARTIND.NS,20,ABSORPTION
SIEMENS.NS,20,ABSORPTION
SHRIPISTON.NS,20,ABSORPTION
TTKHLTCARE.NS,20,ABSORPTION
BLUEJET.NS,20,ABSORPTION
BLUEDART.NS,20,ABSORPTION
BLKASHYAP.NS,20,ABSORPTION
BIRLACORPN.NS,20,ABSORPTION
PNGJL.NS,20,ABSORPTION
PNB.NS,20,PHASE_D
PLATIND.NS,20,ABSORPTION
BAIDFIN.NS,20,ABSORPTION
AZAD.NS,20,ABSORPTION
AYMSYNTEX.NS,20,ABSORPTION
AWL.NS,20,ABSORPTION
AVG.NS,20,ABSORPTION
PARKHOTELS.NS,20,ABSORPTION
PARADEEP.NS,20,ABSORPTION
PANSARI.NS,20,ABSORPTION
PAUSHAKLTD.NS,20,ABSORPTION
PASHUPATI.NS,20,ABSORPTION
BOROLTD.NS,20,ABSORPTION
BORANA.NS,20,ABSORPTION
FDC.NS,20,PHASE_D
FAIRCHEMOR.NS,20,ABSORPTION
EVERESTIND.NS,20,ABSORPTION
EUROPRATIK.NS,20,ABSORPTION
ESAFSFB.NS,20,ABSORPTION
TRIGYN.NS,20,ABSORPTION
TRF.NS,20,ABSORPTION
AJOONI.NS,20,ABSORPTION
UNICHEMLAB.NS,20,ABSORPTION
UFLEX.NS,20,ABSORPTION
UCAL.NS,20,ABSORPTION
TVSELECT.NS,20,ABSORPTION
PPAP.NS,20,ABSORPTION
PONNIERODE.NS,20,ABSORPTION
POLYMED.NS,20,ABSORPTION
QUESS.NS,20,ABSORPTION
PLASTIBLEN.NS,20,ABSORPTION
PIXTRANS.NS,20,ABSORPTION
PILITA.NS,20,ABSORPTION
PERSISTENT.NS,20,ABSORPTION
PDSL.NS,20,ABSORPTION
AUTOIND.NS,20,ABSORPTION
AURUM.NS,20,ABSORPTION
ATULAUTO.NS,20,ABSORPTION
SHAREINDIA.NS,20,ABSORPTION
SHARDAMOTR.NS,20,ABSORPTION
SHARDACROP.NS,20,ABSORPTION
ONWARDTEC.NS,20,ABSORPTION
BFUTILITIE.NS,20,ABSORPTION
BFINVEST.NS,20,ABSORPTION
BEML.NS,20,ABSORPTION
RBZJEWEL.NS,20,ABSORPTION
RBLBANK.NS,20,PHASE_D
RAYMONDREL.NS,20,ABSORPTION
SHAH.NS,20,ABSORPTION
SGIL.NS,20,ABSORPTION
BCONCEPTS.NS,20,ABSORPTION
BCLIND.NS,20,ABSORPTION
BAYERCROP.NS,20,ABSORPTION
BASML.NS,20,ABSORPTION
BASF.NS,20,ABSORPTION
BANSWRAS.NS,20,ABSORPTION
PSPPROJECT.NS,20,ABSORPTION
PRITIKAUTO.NS,20,ABSORPTION
PVP.NS,20,ABSORPTION
PURVA.NS,20,ABSORPTION
PUNJABCHEM.NS,20,ABSORPTION
HAL.NS,20,ABSORPTION
GTPL.NS,20,ABSORPTION
GRPLTD.NS,20,PHASE_D
GREAVESCOT.NS,20,ABSORPTION
GRASIM.NS,20,PHASE_D
GRAPHITE.NS,20,ABSORPTION
HARIOMPIPE.NS,20,ABSORPTION
HAPPSTMNDS.NS,20,ABSORPTION
GODREJAGRO.NS,20,ABSORPTION
GMRAIRPORT.NS,20,PHASE_D
GANESHHOU.NS,20,ABSORPTION
GANESHBE.NS,20,ABSORPTION
BHARATSE.NS,20,ABSORPTION
RHIM.NS,20,ABSORPTION
REPRO.NS,20,ABSORPTION
RELTD.NS,20,ABSORPTION
RAYMOND.NS,20,ABSORPTION
RATNAVEER.NS,20,ABSORPTION
RANEHOLDIN.NS,20,ABSORPTION
RAMCOSYS.NS,20,ABSORPTION
RAMCOIND.NS,20,ABSORPTION
RAMCOCEM.NS,20,PHASE_D
RADHIKAJWE.NS,20,ABSORPTION
SGFIN.NS,20,ABSORPTION
SFL.NS,20,ABSORPTION
SETL.NS,20,ABSORPTION
PWL.NS,20,ABSORPTION
PVSL.NS,20,ABSORPTION
PVRINOX.NS,20,ABSORPTION
ROSSARI.NS,20,ABSORPTION
BANKINDIA.NS,20,ABSORPTION
BANARISUG.NS,20,ABSORPTION
BALPHARMA.NS,20,ABSORPTION
BALAMINES.NS,20,ABSORPTION
BAJAJELEC.NS,20,ABSORPTION
SAMBHV.NS,20,ABSORPTION
SAKSOFT.NS,20,ABSORPTION
SAKAR.NS,20,ABSORPTION
SENORES.NS,20,ABSORPTION
SENCO.NS,20,ABSORPTION
SCHAND.NS,20,ABSORPTION
SBFC.NS,20,ABSORPTION
SATIN.NS,20,ABSORPTION
RKSWAMY.NS,20,ABSORPTION
RKDL.NS,20,ABSORPTION
GODREJIND.NS,20,ABSORPTION
VETO.NS,20,ABSORPTION
VENKEYS.NS,20,ABSORPTION
SAATVIKGL.NS,20,ABSORPTION
RUSTOMJEE.NS,20,ABSORPTION
RUBICON.NS,20,ABSORPTION
GLOTTIS.NS,20,ABSORPTION
GLENMARK.NS,20,ABSORPTION
GIPCL.NS,20,ABSORPTION
GILLETTE.NS,20,ABSORPTION
GHCL.NS,20,ABSORPTION
GARFIBRES.NS,20,ABSORPTION
GOODLUCK.NS,20,ABSORPTION
AEGISLOG.NS,20,ABSORPTION
RPSGVENT.NS,20,ABSORPTION
RPPL.NS,20,ABSORPTION
ZEEL.NS,20,ABSORPTION
ZAGGLE.NS,20,ABSORPTION
YATHARTH.NS,20,ABSORPTION
YASHO.NS,20,ABSORPTION
XCHANGING.NS,20,ABSORPTION
20MICRONS.NS,20,ABSORPTION
3IINFOLTD.NS,20,ABSORPTION
ADVENTHTL.NS,20,ABSORPTION
FUSION.NS,20,ABSORPTION
FSL.NS,20,ABSORPTION
WELCORP.NS,20,ABSORPTION
WEL.NS,20,ABSORPTION
ABB.NS,20,ABSORPTION
AAVAS.NS,20,PHASE_D
3MINDIA.NS,20,ABSORPTION
WORTHPERI.NS,20,ABSORPTION
VMM.NS,15,
WCIL.NS,15,
WEWORK.NS,15,
WHIRLPOOL.NS,15,
WINDMACHIN.NS,15,
VIJAYA.NS,15,
XELPMOC.NS,15,
ZFCVINDIA.NS,15,
ZODIACLOTH.NS,15,
SADBHIN.NS,15,
SALZERELEC.NS,15,
SANDUMA.NS,15,
BAJAJHIND.NS,15,
BAJAJHLDNG.NS,15,
BALAJEE.NS,15,
BALAJITELE.NS,15,
BALKRISIND.NS,15,
ROML.NS,15,
REDTAPE.NS,15,
REGENCERAM.NS,15,
RENUKA.NS,15,
RICOAUTO.NS,15,
RKFORGE.NS,15,
RMDRIP.NS,15,
SCHAEFFLER.NS,15,
SEAMECLTD.NS,15,
SELMC.NS,15,
SEMAC.NS,15,
RAMRAT.NS,15,
BELRISE.NS,15,
PYRAMID.NS,15,
POWERGRID.NS,15,
PRAENG.NS,15,
PROSTARM.NS,15,
PRUDMOULI.NS,15,
BATAINDIA.NS,15,
SHAHALLOYS.NS,15,
SHALPAINTS.NS,15,
SHANTIGEAR.NS,15,
ATUL.NS,15,
PFC.NS,15,
PGHH.NS,15,
PNBGILTS.NS,15,
PODDARMENT.NS,15,
POLYCAB.NS,15,
BMWVENTLTD.NS,15,
PATANJALI.NS,15,
PATELRMART.NS,15,
PATINTLOG.NS,15,
ORCHASP.NS,15,
ORKLAINDIA.NS,15,
PAKKA.NS,15,
PARKHOSPS.NS,15,
AVONMORE.NS,15,
AXISBANK.NS,15,
AXITA.NS,15,
SHIVATEX.NS,15,
SHREYANIND.NS,15,
SICAGEN.NS,15,
NOVAAGRI.NS,15,
NPST.NS,15,
NRAIL.NS,15,
NTPCGREEN.NS,15,
OMINFRAL.NS,15,
BRNL.NS,15,
BSE.NS,15,
BTML.NS,15,
CAMS.NS,15,
NMDC.NS,15,
NOIDATOLL.NS,15,
NORTHARC.NS,15,
SILINV.NS,15,
SINCLAIR.NS,15,
SIRCA.NS,15,
SKFINDIA.NS,15,
SKIPPER.NS,15,
NAHARPOLY.NS,15,
NAVA.NS,15,
NAVKARCORP.NS,15,
NCC.NS,15,
NETWORK18.NS,15,
NEXTMEDIA.NS,15,
BORORENEW.NS,15,
CEATLTD.NS,15,
CELLO.NS,15,
CENTRALBK.NS,15,
MRF.NS,15,
MGL.NS,15,
MINDTECK.NS,15,
MODISONLTD.NS,15,
SPLPETRO.NS,15,
MANALIPETC.NS,15,
MANYAVAR.NS,15,
MARATHON.NS,15,
MARKOLINES.NS,15,
MAYURUNIQ.NS,15,
METROPOLIS.NS,15,
ASTRAZEN.NS,15,
ATAM.NS,15,
ATLANTAELE.NS,15,
SSDL.NS,15,
STAR.NS,15,
STARTECK.NS,15,
STEELCITY.NS,15,
CHOLAHLDNG.NS,15,
CLEAN.NS,15,
CMSINFO.NS,15,
COHANCE.NS,15,
MALUPAPER.NS,15,
MAMATA.NS,15,
LUMAXIND.NS,15,
LUMAXTECH.NS,15,
MADRASFERT.NS,15,
MAHEPC.NS,15,
CPPLUS.NS,15,
CRIZAC.NS,15,
CSLFINANCE.NS,15,
CUMMINSIND.NS,15,
LANDSMILL.NS,15,
STUDDS.NS,15,
STYRENIX.NS,15,
APOLSINHOT.NS,15,
ARIHANT.NS,15,
SUMMITSEC.NS,15,
KOTAKBANK.NS,15,
KOTARISUG.NS,15,
KPIL.NS,15,
KRIDHANINF.NS,15,
KRSNAA.NS,15,
KWIL.NS,15,
DCM.NS,15,
KHADIM.NS,15,
KNAGRI.NS,15,
SUPREME.NS,15,
SUZLON.NS,15,
SWELECTES.NS,15,
SWSOLAR.NS,15,
SYNCOMF.NS,15,
SYSTMTXC.NS,15,
KALAMANDIR.NS,15,
KALYANIFRG.NS,15,
KANANIIND.NS,15,
KAYA.NS,15,
KCP.NS,15,
KCPSUGIND.NS,15,
KEI.NS,15,
DABUR.NS,15,
DGCONTENT.NS,15,
DHARMAJ.NS,15,
JKTYRE.NS,15,
JOCIL.NS,15,
JSWHL.NS,15,
ALLCARGO.NS,15,
ALOKINDS.NS,15,
ITCHOTELS.NS,15,
JAIBALAJI.NS,15,
JAINREC.NS,15,
DECCANCE.NS,15,
INFOMEDIA.NS,15,
INNOVACAP.NS,15,
INOXWIND.NS,15,
INSECTICID.NS,15,
INTERARCH.NS,15,
IPL.NS,15,
IRIS.NS,15,
ISFT.NS,15,
ITC.NS,15,
DRCSYSTEMS.NS,15,
ICICIGI.NS,15,
ICICIPRULI.NS,15,
ALPHAGEO.NS,15,
ANGELONE.NS,15,
ELDEHSG.NS,15,
EMCURE.NS,15,
HPAL.NS,15,
HDFCAMC.NS,15,
HDFCLIFE.NS,15,
HERITGFOOD.NS,15,
HINDWAREAP.NS,15,
HISARMETAL.NS,15,
HLVLTD.NS,15,
TORNTPOWER.NS,15,
TPHQ.NS,15,
AFCONS.NS,15,
AGARIND.NS,15,
AJMERA.NS,15,
TREJHARA.NS,15,
FCL.NS,15,
FINKURVE.NS,15,
HARDWYN.NS,15,
GPIL.NS,15,
GREENPOWER.NS,15,
GRINDWELL.NS,15,
GROBTEA.NS,15,
GSLSU.NS,15,
GTLINFRA.NS,15,
GULFPETRO.NS,15,
HALDER.NS,15,
UGARSUGAR.NS,15,
UNITEDPOLY.NS,15,
UNITEDTEA.NS,15,
GALLANTT.NS,15,
GANESHCP.NS,15,
GOACARBON.NS,15,
GODIGIT.NS,15,
GOPAL.NS,15,
WIPL.NS,15,
GANGESSECU.NS,15,
GATECH.NS,15,
GENUSPAPER.NS,15,
GLOBE.NS,15,
FMNL.NS,15,
ADANIGREEN.NS,15,
ADL.NS,15,
VALIANTORG.NS,15,
VEEDOL.NS,15,
VENTIVE.NS,15,
VERANDA.NS,15,
VERTOZ.NS,15,
VGUARD.NS,15,
AAATECH.NS,15,
5PAISA.NS,15,
