symbol,score
ENGINERSIN.NS,15.0
ENIL.NS,15.0
EPIGRAL.NS,15.0
EQUITASBNK.NS,15.0
ERIS.NS,15.0
ESSARSHPNG.NS,15.0
ESSENTIA.NS,15.0
ETERNAL.NS,15.0
EUROTEXIND.NS,15.0
EXIDEIND.NS,15.0
EXXARO.NS,15.0
FAIRCHEMOR.NS,15.0
FLEXITUFF.NS,15.0
FMGOETZE.NS,15.0
FMNL.NS,15.0
FOCUS.NS,15.0
FORCEMOT.NS,15.0
GANGAFORGE.NS,15.0
GANGESSECU.NS,15.0
GATECH.NS,15.0
GATECHDVR.NS,15.0
GAYAHWS.NS,15.0
GENCON.NS,15.0
GENESYS.NS,15.0
GFLLIMITED.NS,15.0
GICL.NS,15.0
GICRE.NS,15.0
GILLANDERS.NS,15.0
GIPCL.NS,15.0
GKWLIMITED.NS,15.0
GLAND.NS,15.0
GLOBAL.NS,15.0
GLOBE.NS,15.0
GMDCLTD.NS,15.0
GODREJAGRO.NS,15.0
GOKUL.NS,15.0
GPPL.NS,15.0
GPTINFRA.NS,15.0
GREENPOWER.NS,15.0
GRINFRA.NS,15.0
GRPLTD.NS,15.0
GTECJAINX.NS,15.0
GTLINFRA.NS,15.0
GTPL.NS,15.0
GUJRAFFIA.NS,15.0
GULFOILLUB.NS,15.0
GVPTECH.NS,15.0
GVT&D.NS,15.0
HAPPSTMNDS.NS,15.0
HATHWAY.NS,15.0
HCC.NS,15.0
HCG.NS,15.0
HCL-INSYS.NS,15.0
HDFCLIFE.NS,15.0
HEADSUP.NS,15.0
HECPROJECT.NS,15.0
HEMIPROP.NS,15.0
HERANBA.NS,15.0
HEROMOTOCO.NS,15.0
HGM.NS,15.0
HILTON.NS,15.0
HINDCOPPER.NS,15.0
HINDOILEXP.NS,15.0
HLEGLAS.NS,15.0
HLVLTD.NS,15.0
HMVL.NS,15.0
HOMEFIRST.NS,15.0
HPL.NS,15.0
HSCL.NS,15.0
HTMEDIA.NS,15.0
HUBTOWN.NS,15.0
HUDCO.NS,15.0
ICEMAKE.NS,15.0
IDBI.NS,15.0
IDEA.NS,15.0
IDFCFIRSTB.NS,15.0
IFCI.NS,15.0
IIFLCAPS.NS,15.0
IITL.NS,15.0
IMAGICAA.NS,15.0
INCREDIBLE.NS,15.0
INDIANB.NS,15.0
INDIGOPNTS.NS,15.0
INDORAMA.NS,15.0
INDOSTAR.NS,15.0
INDSWFTLAB.NS,15.0
INDUSTOWER.NS,15.0
INFOMEDIA.NS,15.0
INNOVANA.NS,15.0
INOXWIND.NS,15.0
INTENTECH.NS,15.0
INVENTURE.NS,15.0
IOB.NS,15.0
IPL.NS,15.0
IRB.NS,15.0
IRCON.NS,15.0
IRFC.NS,15.0
ISFT.NS,15.0
ISGEC.NS,15.0
ITDC.NS,15.0
IVC.NS,15.0
J&KBANK.NS,15.0
JAGRAN.NS,15.0
JAIBALAJI.NS,15.0
JAICORPLTD.NS,15.0
JAYNECOIND.NS,15.0
JAYSREETEA.NS,15.0
JETFREIGHT.NS,15.0
JINDALPHOT.NS,15.0
JINDALSAW.NS,15.0
JINDALSTEL.NS,15.0
JINDRILL.NS,15.0
JISLDVREQS.NS,15.0
JISLJALEQS.NS,15.0
JOCIL.NS,15.0
JPOLYINVST.NS,15.0
JPPOWER.NS,15.0
JSL.NS,15.0
JUBLINGREA.NS,15.0
JUSTDIAL.NS,15.0
JWL.NS,15.0
JYOTISTRUC.NS,15.0
KALYANIFRG.NS,15.0
KALYANKJIL.NS,15.0
KAMATHOTEL.NS,15.0
KANANIIND.NS,15.0
KANPRPLA.NS,15.0
KAPSTON.NS,15.0
KARURVYSYA.NS,15.0
KAUSHALYA.NS,15.0
KAYA.NS,15.0
KEEPLEARN.NS,15.0
KELLTONTEC.NS,15.0
KERNEX.NS,15.0
KESORAMIND.NS,15.0
KHADIM.NS,15.0
KHANDSE.NS,15.0
KIMS.NS,15.0
KIRLOSENG.NS,15.0
KKCL.NS,15.0
KOHINOOR.NS,15.0
KOKUYOCMLN.NS,15.0
KOTHARIPRO.NS,15.0
KPIGREEN.NS,15.0
KRIDHANINF.NS,15.0
KRITIKA.NS,15.0
KRSNAA.NS,15.0
KTKBANK.NS,15.0
LAMBODHARA.NS,15.0
LANDSMILL.NS,15.0
LEMONTREE.NS,15.0
LGHL.NS,15.0
LIBAS.NS,15.0
LODHA.NS,15.0
LOVABLE.NS,15.0
LXCHEM.NS,15.0
LYPSAGEMS.NS,15.0
MACPOWER.NS,15.0
MAHABANK.NS,15.0
MAHAPEXLTD.NS,15.0
MAHEPC.NS,15.0
MAHESHWARI.NS,15.0
MAHLOG.NS,15.0
MAHSEAMLES.NS,15.0
MANAKSIA.NS,15.0
MANINDS.NS,15.0
MANUGRAPH.NS,15.0
MARATHON.NS,15.0
MASFIN.NS,15.0
MATRIMONY.NS,15.0
MCX.NS,15.0
METROPOLIS.NS,15.0
MGL.NS,15.0
MICEL.NS,15.0
MINDTECK.NS,15.0
MITCON.NS,15.0
MITTAL.NS,15.0
MKPL.NS,15.0
MMP.NS,15.0
MMTC.NS,15.0
MODIRUBBER.NS,15.0
MODISONLTD.NS,15.0
MOHITIND.NS,15.0
MOIL.NS,15.0
MOKSH.NS,15.0
MOL.NS,15.0
MONTECARLO.NS,15.0
MOTOGENFIN.NS,15.0
MRPL.NS,15.0
MSPL.NS,15.0
MTARTECH.NS,15.0
MTNL.NS,15.0
MUKTAARTS.NS,15.0
NAM-INDIA.NS,15.0
NARMADA.NS,15.0
NAVKARCORP.NS,15.0
NAZARA.NS,15.0
NBIFIN.NS,15.0
NECCLTD.NS,15.0
NETWORK18.NS,15.0
NEXTMEDIA.NS,15.0
NFL.NS,15.0
NGIL.NS,15.0
NIACL.NS,15.0
NILAINFRA.NS,15.0
NILASPACES.NS,15.0
NITCO.NS,15.0
NITIRAJ.NS,15.0
NKIND.NS,15.0
NLCINDIA.NS,15.0
NMDC.NS,15.0
NOIDATOLL.NS,15.0
NORBTEAEXP.NS,15.0
NRAIL.NS,15.0
NTPC.NS,15.0
NURECA.NS,15.0
NUVOCO.NS,15.0
OAL.NS,15.0
OIL.NS,15.0
OMAXE.NS,15.0
OMINFRAL.NS,15.0
ONELIFECAP.NS,15.0
ONEPOINT.NS,15.0
ONGC.NS,15.0
ONMOBILE.NS,15.0
OPTIEMUS.NS,15.0
ORICONENT.NS,15.0
ORIENTALTL.NS,15.0
ORIENTELEC.NS,15.0
ORIENTLTD.NS,15.0
ORIENTPPR.NS,15.0
ORISSAMINE.NS,15.0
OSWALGREEN.NS,15.0
PALASHSECU.NS,15.0
PANACEABIO.NS,15.0
PARAGMILK.NS,15.0
PASHUPATI.NS,15.0
PATANJALI.NS,15.0
PATELENG.NS,15.0
PATINTLOG.NS,15.0
PCJEWELLER.NS,15.0
PENIND.NS,15.0
PFS.NS,15.0
PNB.NS,15.0
PNBHOUSING.NS,15.0
PODDARMENT.NS,15.0
PRAKASH.NS,15.0
PRAKASHSTL.NS,15.0
PRECAM.NS,15.0
PREMEXPLN.NS,15.0
PRITIKAUTO.NS,15.0
PROZONER.NS,15.0
PSB.NS,15.0
PSPPROJECT.NS,15.0
PTC.NS,15.0
PTL.NS,15.0
PURVA.NS,15.0
PVP.NS,15.0
QUESS.NS,15.0
QUICKHEAL.NS,15.0
RADAAN.NS,15.0
RAILTEL.NS,15.0
RAJSREESUG.NS,15.0
RAJTV.NS,15.0
RAMANEWS.NS,15.0
RAMKY.NS,15.0
RAYMOND.NS,15.0
RBA.NS,15.0
RBLBANK.NS,15.0
RCF.NS,15.0
REGENCERAM.NS,15.0
RELIABLE.NS,15.0
RELIGARE.NS,15.0
RENUKA.NS,15.0
REPCOHOME.NS,15.0
RESPONIND.NS,15.0
RITES.NS,15.0
RKDL.NS,15.0
RKEC.NS,15.0
RMDRIP.NS,15.0
ROLEXRINGS.NS,15.0
ROML.NS,15.0
ROSSARI.NS,15.0
ROSSELLIND.NS,15.0
ROUTE.NS,15.0
RPOWER.NS,15.0
RPPINFRA.NS,15.0
RPPL.NS,15.0
RPSGVENT.NS,15.0
RTNPOWER.NS,15.0
RUBYMILLS.NS,15.0
RUCHINFRA.NS,15.0
RUPA.NS,15.0
RUSHIL.NS,15.0
RVHL.NS,15.0
RVNL.NS,15.0
SADBHIN.NS,15.0
SAGARDEEP.NS,15.0
SAIL.NS,15.0
SAKHTISUG.NS,15.0
SALZERELEC.NS,15.0
SAMMAANCAP.NS,15.0
SAMPANN.NS,15.0
SANDHAR.NS,15.0
SATIA.NS,15.0
SATIN.NS,15.0
SBCL.NS,15.0
SBICARD.NS,15.0
SCHAND.NS,15.0
SCI.NS,15.0
SDBL.NS,15.0
SELMC.NS,15.0
SEMAC.NS,15.0
SEPC.NS,15.0
SERVOTECH.NS,15.0
SFL.NS,15.0
SGIL.NS,15.0
SHALBY.NS,15.0
SHALPAINTS.NS,15.0
SHANTI.NS,15.0
SHEMAROO.NS,15.0
SHIVAMILLS.NS,15.0
SHK.NS,15.0
SHOPERSTOP.NS,15.0
SHRADHA.NS,15.0
SHRIPISTON.NS,15.0
SHYAMCENT.NS,15.0
SHYAMMETL.NS,15.0
SICAGEN.NS,15.0
SIGIND.NS,15.0
SIL.NS,15.0
SILGO.NS,15.0
SILLYMONKS.NS,15.0
SILVERTUC.NS,15.0
SIMPLEXINF.NS,15.0
SINTERCOM.NS,15.0
SIS.NS,15.0
SKIPPER.NS,15.0
SMCGLOBAL.NS,15.0
SNOWMAN.NS,15.0
SOLARA.NS,15.0
SOLEX.NS,15.0
SOMATEX.NS,15.0
SOMICONVEY.NS,15.0
SONACOMS.NS,15.0
SOUTHBANK.NS,15.0
SPAL.NS,15.0
SPANDANA.NS,15.0
SPCENET.NS,15.0
SPECIALITY.NS,15.0
SPECTRUM.NS,15.0
SPENCERS.NS,15.0
SPMLINFRA.NS,15.0
SREEL.NS,15.0
STAR.NS,15.0
STARCEMENT.NS,15.0
STCINDIA.NS,15.0
STEELCITY.NS,15.0
STEELXIND.NS,15.0
STOVEKRAFT.NS,15.0
STYLAMIND.NS,15.0
SUDARCOLOR.NS,15.0
SUMEETINDS.NS,15.0
SUNDARAM.NS,15.0
SUPERHOUSE.NS,15.0
SUPERSPIN.NS,15.0
SUPREMEINF.NS,15.0
SURANASOL.NS,15.0
SURYALAXMI.NS,15.0
SURYODAY.NS,15.0
SUZLON.NS,15.0
SWSOLAR.NS,15.0
TARACHAND.NS,15.0
TARAPUR.NS,15.0
TARC.NS,15.0
TATVA.NS,15.0
TBZ.NS,15.0
TCIEXP.NS,15.0
TCIFINANCE.NS,15.0
TCPLPACK.NS,15.0
TDPOWERSYS.NS,15.0
TEAMLEASE.NS,15.0
TEJASNET.NS,15.0
TERASOFT.NS,15.0
TEXMOPIPES.NS,15.0
TEXRAIL.NS,15.0
TFL.NS,15.0
TGBHOTELS.NS,15.0
THEINVEST.NS,15.0
THOMASCOTT.NS,15.0
THYROCARE.NS,15.0
TICL.NS,15.0
TIL.NS,15.0
TIMETECHNO.NS,15.0
TITAGARH.NS,15.0
TOTAL.NS,15.0
TPHQ.NS,15.0
TPLPLASTEH.NS,15.0
TRF.NS,15.0
TSFINV.NS,15.0
TVVISION.NS,15.0
UCOBANK.NS,15.0
UEL.NS,15.0
UFBL.NS,15.0
UFO.NS,15.0
UGROCAP.NS,15.0
UJJIVANSFB.NS,15.0
UNIDT.NS,15.0
UNIONBANK.NS,15.0
UNITECH.NS,15.0
UNITEDPOLY.NS,15.0
UNIVASTU.NS,15.0
VAKRANGEE.NS,15.0
VALIANTORG.NS,15.0
VARROC.NS,15.0
VASWANI.NS,15.0
VEDL.NS,15.0
VENUSREM.NS,15.0
VERTOZ.NS,15.0
VETO.NS,15.0
VGL.NS,15.0
VINNY.NS,15.0
VIPCLOTHNG.NS,15.0
VIVIDHA.NS,15.0
VIYASH.NS,15.0
VRLLOG.NS,15.0
WALCHANNAG.NS,15.0
WELCORP.NS,15.0
WESTLIFE.NS,15.0
WILLAMAGOR.NS,15.0
WINDLAS.NS,15.0
WINDMACHIN.NS,15.0
WIPL.NS,15.0
WOCKPHARMA.NS,15.0
WONDERLA.NS,15.0
WORTHPERI.NS,15.0
WSI.NS,15.0
YESBANK.NS,15.0
ZEEL.NS,15.0
ZEELEARN.NS,15.0
ZENITHEXPO.NS,15.0
ZENITHSTL.NS,15.0
ZENTEC.NS,15.0
ZODIACLOTH.NS,15.0
ZUARI.NS,15.0
ZUARIIND.NS,15.0
